stat,scale,bin,snr,frac_diff,band,n_realizations,n_seeds
l1,1,3,-0.75,-0.0006187370695625606,0.0013756969235904286,200,1
l1,1,3,-0.25,0.002008319307910963,0.0013305977794214497,200,1
l1,1,3,0.25,0.0047323011240323915,0.0014480929513640496,200,1
l1,1,3,0.75,0.005141389038816429,0.0012343496724625041,200,1
l1,1,3,1.25,0.0035521144646720433,0.0016074159538329526,200,1
l1,1,3,1.75,-0.001736751716961413,0.0023818093966095806,200,1
l1,1,3,2.25,-0.013236447762542021,0.003623716016925633,200,1
l1,1,3,2.75,-0.034462984843398665,0.005657696184172056,200,1
l1,1,3,3.25,-0.07119926276597767,0.010723635126360532,200,1
l1,1,3,3.75,-0.12234568496703632,0.01897687332155519,200,1
l1,1,3,4.25,-0.18527544129399776,0.026657069531864204,200,1
l1,1,3,4.75,-0.2308255481024331,0.03948841845469832,200,1
l1,1,3,5.25,-0.26783629978299267,0.06103299299128079,200,1
l1,1,3,5.75,-0.2898692653399384,0.08650962373249745,200,1
l1,1,3,6.25,-0.30851001468291184,0.0990922040917672,200,1
l1,1,3,6.75,-0.29254588175192026,0.13976461669732662,200,1
l1,1,3,7.25,-0.2966030002328572,0.20297193432482963,200,1
l1,1,3,7.75,-0.3404377602900576,0.2314204564280305,200,1
l1,1,3,8.25,-0.32109298831018096,0.30509874435452083,200,1
l1,1,3,8.75,-0.30368343581074697,0.41659750269265966,200,1
l1,1,3,9.25,-0.3466591333738703,0.5333019243376143,200,1
l1,1,3,9.75,-0.3825073959565827,0.5605790554180264,200,1
l1,1,4,-6.25,-0.0001113247127008195,14.105165551335874,200,1
l1,1,4,-5.75,-0.06563674082950163,1.6843844288689793,200,1
l1,1,4,-5.25,-0.05285468745085601,0.5001724824895646,200,1
l1,1,4,-4.75,-0.03969976183059773,0.16383859886194996,200,1
l1,1,4,-4.25,-0.03464894483327395,0.06244039903358462,200,1
l1,1,4,-3.75,-0.02808486378962731,0.026273250523090232,200,1
l1,1,4,-3.25,-0.023805058285545057,0.012106941039269552,200,1
l1,1,4,-2.75,-0.018445209151003755,0.006103850311667395,200,1
l1,1,4,-2.25,-0.013441186764095637,0.0037061660705440245,200,1
l1,1,4,-1.75,-0.008716351939455769,0.002292579232795607,200,1
l1,1,4,-1.25,-0.004355604612171575,0.0016088972063477939,200,1
l1,1,4,-0.75,-0.000568285490278498,0.0012227312160002469,200,1
l1,1,4,-0.25,0.0023601673345824093,0.0014850973065440875,200,1
l1,1,4,0.25,0.005457933412562065,0.0015140190387791742,200,1
l1,1,4,0.75,0.005805125614098604,0.0014239172813764064,200,1
l1,1,4,1.25,0.004231633756462714,0.0016525619037145254,200,1
l1,1,4,1.75,-0.0011341524668073836,0.0022299569437818014,200,1
l1,1,4,2.25,-0.012528986855742883,0.0034398142354407045,200,1
l1,1,4,2.75,-0.03278253564045163,0.005918669577031547,200,1
l1,1,4,3.25,-0.06446450518033592,0.009943818255042999,200,1
l1,1,4,3.75,-0.1090876303338644,0.016454005638627048,200,1
l1,1,4,4.25,-0.1589985078631909,0.0244860614127157,200,1
l1,1,4,4.75,-0.19877684010567237,0.03716781756577413,200,1
l1,1,4,5.25,-0.23724467786821946,0.05151562376248804,200,1
l1,1,4,5.75,-0.2545913984142729,0.07414799724224751,200,1
l1,1,4,6.25,-0.26848358047511955,0.09214871014342126,200,1
l1,1,4,6.75,-0.27301362588415223,0.12229591903603446,200,1
l1,1,4,7.25,-0.3002882691133008,0.14216765938883377,200,1
l1,1,4,7.75,-0.28791797003916597,0.2034158032180504,200,1
l1,1,4,8.25,-0.30739557850474114,0.23848461620548284,200,1
l1,1,4,8.75,-0.3256601826636597,0.30343855622333704,200,1
l1,1,4,9.25,-0.25857648565746605,0.4173621334636476,200,1
l1,1,4,9.75,-0.3296751788557477,0.49315220583621594,200,1
l1,2,1,-6.25,-0.19023324010733253,6.807973610098937,200,1
l1,2,1,-5.75,-0.14863034046514523,2.4549290625199984,200,1
l1,2,1,-5.25,-0.020627964674468337,0.9265554376266574,200,1
l1,2,1,-4.75,-0.026439137496723195,0.31036482056747483,200,1
l1,2,1,-4.25,-0.017142826178055997,0.12779136745295303,200,1
l1,2,1,-3.75,-0.014080940169580397,0.057974129027619455,200,1
l1,2,1,-3.25,-0.00994453967469836,0.03032969810715126,200,1
l1,2,1,-2.75,-0.007221822735385971,0.015866499283298648,200,1
l1,2,1,-2.25,-0.004852857355565607,0.008949672805183427,200,1
l1,2,1,-1.75,-0.002908297606517219,0.005065274793270189,200,1
l1,2,1,-1.25,-0.001329092043690405,0.002958109218535658,200,1
l1,2,1,-0.75,-2.106582141953076e-05,0.002596068984409089,200,1
l1,2,1,-0.25,0.0008201161759046785,0.002709414308115917,200,1
l1,2,1,0.25,0.0016673927162921148,0.002798449437734914,200,1
l1,2,1,0.75,0.0017180340204430511,0.0027853828452721794,200,1
l1,2,1,1.25,0.0011663849321564205,0.002908079201245079,200,1
l1,2,1,1.75,-0.0004361674744271421,0.004842146098584146,200,1
l1,2,1,2.25,-0.003959589733080838,0.008677251277772413,200,1
l1,2,1,2.75,-0.010775753809719499,0.014493911083057535,200,1
l1,2,1,3.25,-0.023213631575720976,0.02678470155029765,200,1
l1,2,1,3.75,-0.04167100365896541,0.04455630287752057,200,1
l1,2,1,4.25,-0.06962607877656857,0.061775813314055184,200,1
l1,2,1,4.75,-0.09462071591050811,0.08964023209977211,200,1
l1,2,1,5.25,-0.1119553263656636,0.11974347534210623,200,1
l1,2,1,5.75,-0.13110648741224173,0.16134669647145292,200,1
l1,2,1,6.25,-0.14857488836351587,0.19287389954630585,200,1
