stat,basis,bin,x,frac_diff,band,n_realizations,n_seeds
l1,std,3,1.75,-0.001736751716961413,0.004088563571732177,200,1
l1,std,3,2.25,-0.013236447762542021,0.006220394176878431,200,1
l1,std,3,2.75,-0.034462984843398665,0.009711881459306257,200,1
l1,std,3,3.25,-0.07119926276597767,0.018407964968395862,200,1
l1,std,3,3.75,-0.12234568496703632,0.0325752988792179,200,1
l1,std,3,4.25,-0.18527544129399776,0.045758961053833175,200,1
l1,std,3,4.75,-0.2308255481024331,0.06778498289116487,200,1
l1,std,3,5.25,-0.26783629978299267,0.1047679433010648,200,1
l1,std,3,5.75,-0.2898692653399384,0.14850058812448458,200,1
l1,std,3,6.25,-0.30851001468291184,0.17009957911365972,200,1
l1,std,3,6.75,-0.29254588175192026,0.23991698129129038,200,1
l1,std,3,7.25,-0.2966030002328572,0.34841732421821625,200,1
l1,std,3,7.75,-0.3404377602900576,0.39725145481923446,200,1
l1,std,3,8.25,-0.32109298831018096,0.5237260436224548,200,1
l1,std,3,8.75,-0.30368343581074697,0.7151224510275133,200,1
l1,std,3,9.25,-0.3466591333738703,0.9154547898271016,200,1
l1,std,3,9.75,-0.3825073959565827,0.9622781354044125,200,1
l1,bnt,4,-9.25,0.09818513134776187,8.525566714662297,200,1
l1,bnt,4,-8.75,-0.06516664661482285,4.347721699757509,200,1
l1,bnt,4,-8.25,0.005748551235905872,1.8382600878283066,200,1
l1,bnt,4,-7.75,-0.001228885422134132,0.8521126746075399,200,1
l1,bnt,4,-7.25,-0.0008739226808439465,0.40807591687643363,200,1
l1,bnt,4,-6.75,-0.00014217613024202072,0.20790899849195243,200,1
l1,bnt,4,-6.25,2.2079031101887785e-05,0.11824616094162581,200,1
l1,bnt,4,-5.75,-0.0003695054412618827,0.06237957421684426,200,1
l1,bnt,4,-5.25,-1.2461917307918035e-05,0.03715615506362631,200,1
l1,bnt,4,-4.75,-0.00013284461391106927,0.023342394583820383,200,1
l1,bnt,4,-4.25,-6.244395110050594e-05,0.016228575587462536,200,1
l1,bnt,4,-3.75,-8.220108386536343e-05,0.010231993004789568,200,1
l1,bnt,4,-3.25,-3.7342194339757715e-05,0.007394885863330635,200,1
l1,bnt,4,-2.75,-2.211936718452953e-06,0.005358371452163768,200,1
l1,bnt,4,-2.25,-3.4242392529708155e-05,0.004383105018228037,200,1
l1,bnt,4,-1.75,-1.6879149964464428e-06,0.0034911026688630113,200,1
l1,bnt,4,-1.25,1.4096000146677614e-05,0.0029782726317123674,200,1
l1,bnt,4,-0.75,9.797996220095337e-06,0.002726925385050295,200,1
l1,bnt,4,-0.25,-3.6511245743608797e-06,0.002961898506816059,200,1
l1,bnt,4,0.25,2.164716548336333e-05,0.0031502808645978114,200,1
l1,bnt,4,0.75,7.14229174151413e-06,0.002845770589675517,200,1
